word_id	word	postag	lemma	gold_head	gold_label	pred_head	pred_label
9	paripAlaya	<_UNK>	paripAlaya	0	root	17	prawiyogi
10	hi	ind.	hi	9	sambanxah	16	sambanxah
11	etadIyastanajaGanodvahane	loc. sg. n.	etadIyastanajaGanodvahane	16	axikaranam	16	karwa
12	tava	g. sg. *.	tava	13	rartisambanxah	13	rartisambanxah
13	cetaH	nom. sg. n.	cetaH	17	karma	16	karma
14	api	ind.	api	13	sambanxah	13	sambanxah
15	na	ind.	na	16	sambanxah	16	sambanxah
16	viditaKedam	acc. sg. m.	viditaKedam	17	prawiyogi	17	prawiyogi
17	iti	ind.	iti	18	anuyogi	0	root
18	na	ind.	na	16	sambanxah	16	sambanxah

1	yadavaH	nom. pl. m.	yadavaH	8	karwa	3	viseranam
2	bahvIH	acc. pl. f.	bahvIH	4	karma	3	viseranam
3	sumanasaH	acc. pl. f.	sumanasaH	4	karwa	4	karwa
4	daDati	acc. pl. n.	daDati	8	karwa	8	bavalakranasapwami_samanakalah
5	vanAni	acc. pl. n.	vanAni	8	karma	6	karma
6	yuvatiyutAH	pp. . pl.	yuvatiyutAH	8	samboxyah	18	samucciwam
7	prayAtum	conj.	prayAtum	8	prayojanam	8	viseranam
8	IzuH	pft. ac. pl. 3	IzuH	18	samucciwam	18	samucciwam
9	anyaTA	conj.	anyaTA	13	sambanxah	17	viseranam
10	amI	nom. pl. m.	amI	13	karwa	11	viseranam
11	manasiSayamahAstram	nom. sg. n.	manasiSayamahAstram	13	viseranam	12	viseranam
12	kusumapaYcakam	nom. sg. m.	kusumapaYcakam	17	karma	14	karma
13	api	conj.	api	17	sambanxah	12	sambanxah
14	visoQuM	conj.	visoQuM	13	prayojanam	17	prayojanam
15	na	conj.	na	13	sambanxah	17	sambanxah
16	alam	conj.	alam	13	sambanxah	17	sambanxah
17	SaktAH	pp. . pl.	SaktAH	18	samucciwam	18	samucciwam
18	ca	conj.	ca	0	root	0	root

1	<_UNK>	acc. pl. f.	<_UNK>	3	viseranam	3	viseranam
2	<_UNK>	acc. pl. f.	<_UNK>	3	viseranam	3	viseranam
3	<_UNK>	acc. pl. f.	<_UNK>	4	prawiyogi	4	prawiyogi
4	iva	ind.	iva	10	anuyogi	10	anuyogi
5	sTitAH	pp.	sTitAH	0	root	15	bavalakranasapwami_samanakalah
6	taTA	ind.	taTA	11	sambanxah	11	sambanxah
7	<_UNK>	acc. pl. f.	<_UNK>	10	viseranam	10	viseranam
8	<_UNK>	acc. pl. f.	<_UNK>	10	viseranam	10	viseranam
9	<_UNK>	acc. pl. f.	<_UNK>	10	viseranam	10	viseranam
10	apaH	acc. pl. f.	apaH	11	karma	11	karma
11	<_UNK>	<_UNK>	<_UNK>	15	bavalakranasapwami_samanakalah	15	bavalakranasapwami_samanakalah
12	asO	nom. sg. m.	asO	15	karwa	15	karwa
13	giriM	acc. sg. m.	giriM	14	viseranam	14	viseranam
14	rEvatakaM	acc. sg. m.	rEvatakaM	15	karma	15	karma
15	dadarSa	pft. ac. sg. 3	dadarSa	0	root	0	root

1	<_UNK>	ind.	<_UNK>	4	kriyaviseranam	4	kriyaviseranam
2	<_UNK>	nom. pl. f.	<_UNK>	8	viseranam	8	viseranam
3	patim	acc. sg. m.	patim	3	karma	4	karma
4	<_UNK>	inf.	<_UNK>	14	prayojanam	14	prayojanam
5	puraH	ind.	puraH	6	axikaranam	6	axikaranam
6	<_UNK>	pp.	<_UNK>	8	viseranam	8	viseranam
7	AtmajAH	nom. pl. f.	AtmajAH	8	viseranam	8	viseranam
8	<_UNK>	nom. pl. f.	<_UNK>	4	karwa	14	karwa
9	<_UNK>	i. sg. m.	<_UNK>	11	viseranam	11	viseranam
10	<_UNK>	g. pl. m.	<_UNK>	11	rartisambanxah	11	rartisambanxah
11	<_UNK>	i. sg. n.	<_UNK>	12	hewuh	12	hewuh
12	ezaH	nom. sg. m.	ezaH	14	karwa	14	karwa
13	<_UNK>	i. sg. f.	<_UNK>	14	karanam	14	karanam
14	<_UNK>	pr. [2] ac. sg. 3	<_UNK>	0	root	0	root
15	iva	ind.	iva	14	sambanxah	14	sambanxah

1	parAvfttam	acc. sg. n.	parAvfttam	9	viseranam	2	viseranam
2	tasya	g. sg. n.	tasya	3	rartisambanxah	3	rartisambanxah
3	pitaram	acc. sg. m.	pitaram	10	karma	10	karma
4	yadA	loc. sg. m.	yadA	10	axikaranam	10	axikaranam
5	tasya	g. sg. n.	tasya	6	rartisambanxah	6	viseranam
6	mAtA	nom. sg. f.	mAtA	10	karwa	10	karwa
7	imam	acc. sg. m.	imam	9	viseranam	9	viseranam
8	sarvam	acc. sg. m.	sarvam	9	viseranam	9	viseranam
9	vfttAntam	acc. sg. m.	vfttAntam	10	karma	10	karma
10	SrAvitavatI	ca. ppa.	SrAvitavatI	0	root	0	root

1	asmin	loc. sg. m.	asmin	9	axikaranam	9	axikaranam
2	anavaratamamandarAgatAmarasadfSaH	nom. pl. m.	anavaratamamandarAgatAmarasadfSaH	5	viseranam	5	viseranam
3	amandarAgatAmarasadfSaH	nom. pl. m.	amandarAgatAmarasadfSaH	5	viseranam	5	viseranam
4	suKinaH	nom. pl. m.	suKinaH	5	viseranam	5	viseranam
5	savaDUkAH	nom. pl. m.	savaDUkAH	9	karwa	9	karwa
6	rasavat	ind.	rasavat	9	sambanxah	7	viseranam
7	<_UNK>	acc. sg. n.	<_UNK>	9	karma	9	karma
8	na	ind.	na	9	sambanxah	9	sambanxah
9	Asevante	pr. [1] md. pl. 3	Asevante	10	prawiyogi	0	root
10	iti	ind.	iti	11	anuyogi	9	sambanxah
11	na	ind.	na	9	sambanxah	9	sambanxah

1	aparA	nom. sg. f.	aparA	13	karwa	6	karwa
2	dfQaparirabDabfhadbahiHstanena	inst. sg. m.	dfQaparirabDabfhadbahiHstanena	4	viseranam	3	viseranam
3	hfzitatanuruhA	inst. sg. m.	hfzitatanuruhA	4	viseranam	6	karanam
4	Bujena	inst. sg. m.	Bujena	6	karwa	6	karanam
5	amfdu	acc. sg. n.	amfdu	6	karma	6	karma
6	vyatividDam	pp. . sg.	vyatividDam	8	viseranam	13	bavalakranasapwami_samanakalah
7	mfdum	acc. sg. m.	mfdum	8	viseranam	13	karma
8	ekabAhum	acc. sg. m.	ekabAhum	13	karma	9	viseranam
9	BartuH	g. sg. m.	BartuH	10	rartisambanxah	12	karwa
10	kaRWe	loc. sg. m.	kaRWe	12	axikaranam	12	axikaranam
11	aSiTilam	acc. sg. m.	aSiTilam	12	karma	12	karma
12	avasajya	conj.	avasajya	13	purvakalah	13	purvakalah
13	jagAma	pft. ac. sg. 3	jagAma	0	root	0	root

1	gurudeva	voc. sg. m.	gurudeva	9	samboxyah	4	karwa
2	siMhe	nom. sg. m.	siMhe	4	karwa	3	upapaxasambanxah
3	samIpe	loc. sg. m.	samIpe	4	axikaranam	4	axikaranam
4	Agate	acc. du. f.	Agate	9	purvakalah	9	purvakalah
5	tu	conj.	tu	4	sambanxah	4	sambanxah
6	BavAnna	nom. sg. m.	BavAnna	9	karwa	9	karwa
7	na	part.	na	9	sambanxah	9	sambanxah
8	eva	prep.	eva	7	sambanxah	7	sambanxah
9	BItaH	pp.	BItaH	0	root	0	root

1	AjYA	nom. pl. f.	AjYA	3	karwa	3	karwa
2	yadi	conj.	yadi	4	sambanxah	4	sambanxah
3	dIyeta	opt. ps. sg. 3	dIyeta	2	prawiyogi	2	prawiyogi
4	tarhi	adv.	tarhi	9	anuyogi	11	anuyogi
5	atra	loc. sg. n.	atra	7	axikaranam	11	axikaranam
6	eva	prep.	eva	5	sambanxah	5	sambanxah
7	prastutya	abs.	prastutya	9	purvakalah	11	purvakalah
8	sarvasamakzam	loc. sg. m.	sarvasamakzam	9	axikaranam	10	viseranam
9	samarpyeta	ca. opt. ps. sg. 3	samarpyeta	0	root	10	viseranam
10	SrImate	dat. sg. m.	SrImate	11	viseranam	11	karwa
11	Bavate	dat. sg. m.	Bavate	3	sampraxanam	0	root

1	aDikarAtrivaSAt	abl. sg. m.	aDikarAtrivaSAt	10	apaxanam	11	apaxanam
2	saH	nom. sg. m.	saH	11	karwa	11	karwa
3	tatra	loc. sg. n.	tatra	8	axikaranam	11	axikaranam
4	eva	prep.	eva	3	sambanxah	3	sambanxah
5	grAmIRam	acc. sg. m.	grAmIRam	6	viseranam	7	viseranam
6	kfzakam	acc. sg. m.	kfzakam	8	karma	7	viseranam
7	SaraRam	acc. sg. m.	SaraRam	8	karmasamanaxikaranam	8	karma
8	yAcitvA	abs.	yAcitvA	11	purvakalah	11	purvakalah
9	tasya	g. sg. n.	tasya	10	rartisambanxah	10	rartisambanxah
10	gfhe	loc. sg. n.	gfhe	11	axikaranam	11	axikaranam
11	sTitaH	pp.	sTitaH	0	root	0	root

1	vasizWasya	g. sg. m.	vasizWasya	2	rartisambanxah	2	rartisambanxah
2	vacAMsi	acc. pl. n.	vacAMsi	3	karma	3	karma
3	SrutvA	conj.	SrutvA	9	purvakalah	9	purvakalah
4	viSvAmitreRa	inst. sg. m.	viSvAmitreRa	5	prawiyogi	5	prawiyogi
5	saha	conj.	saha	6	anuyogi	8	anuyogi
6	rAmasya	g. sg. m.	rAmasya	7	rartisambanxah	7	rartisambanxah
7	gamanaM	acc. sg. n.	gamanaM	9	karma	8	viseranam
8	daSaraTaH	nom. sg. m.	daSaraTaH	9	karwa	9	karwa
9	anvamanyata	impft . md. sg. 3	anvamanyata	0	root	0	root

1	kzatriyasya	g. sg. m.	kzatriyasya	3	samucciwam	2	rartisambanxah
2	puruzakArasya	g. sg. m.	puruzakArasya	3	samucciwam	4	upapaxasambanxah
3	ca	conj.	ca	5	rartisambanxah	5	sambanxah
4	yadyat	conj.	yadyat	6	sambanxah	5	sambanxah
5	ucitam	acc. sg. n.	ucitam	4	prawiyogi	6	viseranam
6	tat	acc. sg. n.	tat	10	anuyogi	10	karwa
7	sarvam	acc. sg. m.	sarvam	10	karma	10	karwa
8	tava	g. sg. *	tava	9	rartisambanxah	9	rartisambanxah
9	pAdayoH	loc. du. m.	pAdayoH	10	axikaranam	10	axikaranam
10	arpayAmi	ca. pr. ac. sg. 1	arpayAmi	0	root	0	root

1	iha	conj.	iha	9	axikaranam	9	axikaranam
2	sAndrasuDAsavarRA	nom. sg. f.	sAndrasuDAsavarRA	6	viseranam	6	viseranam
3	mahArajatarAjivirAjitA	nom. sg. f.	mahArajatarAjivirAjitA	6	viseranam	6	viseranam
4	asO	nom. sg. f.	asO	6	viseranam	6	viseranam
5	uccEH	conj.	uccEH	6	viseranam	6	viseranam
6	durvarRaBittiH	nom. sg. f.	durvarRaBittiH	9	karwa	9	karwa
7	BasmaparipARquritasmarAreH	g. sg. m.	BasmaparipARquritasmarAreH	8	rartisambanxah	9	karanam
8	udvahnilocanalalAmalalAwalIlAm	acc. sg. f.	udvahnilocanalalAmalalAwalIlAm	9	karma	9	karma
9	aByeti	pr. ac. sg. 3	aByeti	0	root	0	root

1	siMhaH	nom. sg. m.	siMhaH	9	karwa	9	karwa
2	api	conj.	api	1	sambanxah	1	sambanxah
3	SyAmena	i. sg. m.	SyAmena	4	karwa	4	viseranam
4	adfSyamAnaH	nom. sg. m.	adfSyamAnaH	1	viseranam	9	karwqsamanaxikaranam
5	anyena	i. sg. n.	anyena	6	viseranam	6	viseranam
6	mArgeRa	i. sg. n.	mArgeRa	8	karanam	8	karanam
7	SyAmagfham	acc. sg. n.	SyAmagfham	8	karma	8	karma
8	AgataH	nom. sg. m.	AgataH	9	karwqsamanaxikaranam	9	karwqsamanaxikaranam
9	AsIt	aor. [5] ac. sg. 3	AsIt	0	root	0	root

1	taTApi	ind.	taTApi	10	sambanxah	10	sambanxah
2	aNganAnAm	g. pl. f.	aNganAnAm	3	rartisambanxah	3	rartisambanxah
3	<_UNK>	nom. sg. m.	<_UNK>	8	viseranam	8	viseranam
4	ataH	ind.	ataH	5	hewuh	5	hewuh
5	kvacit	ind.	kvacit	10	sambanxah	10	sambanxah
6	api	ind.	api	5	sambanxah	5	sambanxah
7	saH	nom. sg. m.	saH	8	viseranam	8	viseranam
8	mfgaH	nom. sg. m.	mfgaH	10	karwa	10	karwa
9	na	ind.	na	10	sambanxah	10	sambanxah
10	tasTO	pft. ac. sg. 3	tasTO	0	root	0	root

1	mAtA	nom. sg. f.	mAtA	12	karwa	12	karwa
2	ca	conj.	ca	1	sambanxah	1	sambanxah
3	api	conj.	api	2	sambanxah	1	sambanxah
4	nirnimezam	acc. sg. m.	nirnimezam	5	viseranam	5	viseranam
5	tam	acc. sg. m.	tam	6	karma	6	karma
6	paSyantI	nom. sg. f.	paSyantI	12	karwqsamanaxikaranam	12	bavalakranasapwami_samanakalah
7	tataH	abl. pl. n.	tataH	12	apaxanam	12	apaxanam
8	padam	acc. sg. m.	padam	12	karma	12	karma
9	ekam	acc. sg. m.	ekam	8	viseranam	12	karma
10	api	conj.	api	9	sambanxah	9	sambanxah
11	na	part.	na	12	sambanxah	12	sambanxah
12	pracalitA	per. fut. ac. sg. 3	pracalitA	0	root	0	root

1	pARqavaH	nom. sg. m.	pARqavaH	2	karwa	2	karma
2	yajatAm	<_UNK>	yajatAm	0	root	5	karma
3	indraH	nom. sg. m.	indraH	5	karwa	5	karwa
4	svargam	acc. sg. m.	svargam	5	karma	5	karma
5	avatu	imp. [1] ac. sg. 3	avatu	0	root	13	purvakalah
6	inaH	nom. sg. m.	inaH	7	karwa	5	sambanxah
7	tapatu	<_UNK>	tapatu	0	root	8	viseranam
8	vayaM	nom. pl. *.	vayaM	10	karwa	9	karma
9	dvizataH	acc. pl. m.	dvizataH	10	karma	11	viseranam
10	hanAma	<_UNK>	hanAma	0	root	11	viseranam
11	sarvaH	nom. sg. m.	sarvaH	13	karwa	13	karwa
12	svArTaM	acc. sg. m.	svArTaM	13	karma	13	karma
13	samIhate	pr. [1] md. sg. 3	samIhate	0	root	0	root

1	iti	ind.	iti	8	sambanxah	8	sambanxah
2	<_UNK>	g. sg. m.	<_UNK>	3	viseranam	3	viseranam
3	balasya	g. sg. m.	balasya	4	rartisambanxah	4	rartisambanxah
4	<_UNK>	acc. pl. f.	<_UNK>	8	karma	8	karma
5	<_UNK>	acc. pl. f.	<_UNK>	8	karwa	8	karwa
6	<_UNK>	i. pl. n.	<_UNK>	8	karanam	8	karanam
7	BayAt	abl. sg. n.	BayAt	8	hewuh	8	hewuh
8	<_UNK>	impft. [1] ac. pl. 3	<_UNK>	0	root	0	root
9	iva	ind.	iva	8	sambanxah	8	sambanxah

1	makaraH	nom. sg. m.	makaraH	2	karwa	2	karwa
2	pratyavadat	impft. [1] ac. sg. 3	pratyavadat	11	samucciwam	11	samucciwam
3	nadyAH	g. sg. f.	nadyAH	4	rartisambanxah	4	rartisambanxah
4	tawe	loc. sg. m.	tawe	10	axikaranam	10	axikaranam
5	mama	loc. sg. m.	mama	7	rartisambanxah	7	rartisambanxah
6	ekam	nom. sg. m.	ekam	7	viseranam	7	viseranam
7	mitram	nom. sg. m.	mitram	8	viseranam	8	viseranam
8	vAnaraH	nom. sg. m.	vAnaraH	10	karwa	10	karwa
9	jambUvfkze	loc. sg. m.	jambUvfkze	10	axikaranam	10	axikaranam
10	vasati	pr. [1] ac. sg. 3	vasati	11	samucciwam	11	samucciwam
11	ca	conj.	ca	0	root	0	root

1	vilulitAlakasaMhatiH	nom. sg. f.	vilulitAlakasaMhatiH	10	viseranam	3	viseranam
2	mfgadfSAM	g. pl. f.	mfgadfSAM	6	rartisambanxah	3	rartisambanxah
3	lalAwajaM	acc. sg. n.	lalAwajaM	4	viseranam	5	karma
4	SramavAri	acc. sg. n.	SramavAri	5	karwa	5	karma
5	AmfSan	<_UNK>	AmfSan	10	viseranam	11	purvakalah
6	sarasAM	g. pl. n.	sarasAM	7	rartisambanxah	7	rartisambanxah
7	tanutaraNgatatiM	acc. sg. f.	tanutaraNgatatiM	9	karma	8	viseranam
8	dalatkuvalayaM	nom. sg. n.	dalatkuvalayaM	9	kriyaviseranam	9	karma
9	valayan	<_UNK>	valayan	10	viseranam	11	bavalakranasapwami_samanakalah
10	marut	nom. sg. m.	marut	11	karwa	11	karwa
11	AvavO	pft. ac. sg. 3	AvavO	0	root	0	root

1	vyAGraH	nom. sg. m.	vyAGraH	3	karwa	3	karwa
2	mAMsam	acc. sg. n.	mAMsam	3	karma	3	karma
3	atti	pr. [2] ac. sg. 3	atti	0	root	0	root

1	pARqavAH	nom. pl. m.	pARqavAH	3	karwa	6	karwa
2	eva	conj.	eva	1	sambanxah	1	sambanxah
3	vijayIBaveyuH	opt. ac. pl. 3	vijayIBaveyuH	4	prawiyogi	4	prawiyogi
4	iti	conj.	iti	5	anuyogi	5	anuyogi
5	aham	nom. sg. *.	aham	6	karwa	6	karwa
6	jAnAmi	pr. ac. sg. 1	jAnAmi	0	root	0	root

1	kAcit	nom. sg. f.	kAcit	7	karwa	7	karwa
2	<_UNK>	acc. sg. n.	<_UNK>	4	viseranam	4	viseranam
3	<_UNK>	acc. sg. n.	<_UNK>	4	viseranam	4	viseranam
4	<_UNK>	acc. sg. n.	<_UNK>	7	karma	7	karma
5	<_UNK>	i. sg. m.	<_UNK>	7	karanam	7	karanam
6	<_UNK>	abl. sg. m.	<_UNK>	7	hewuh	7	hewuh
7	Uhe	pft. md. sg. 3	Uhe	0	root	0	root

1	tam	acc. sg. m.	tam	2	karma	2	karma
2	daRqayitum	inf.	daRqayitum	6	prayojanam	6	prayojanam
3	ca	conj.	ca	6	sambanxah	6	sambanxah
4	tataH	abl. pl. f.	tataH	6	apaxanam	5	hewuh
5	AdeSam	acc. sg. m.	AdeSam	6	karma	6	karma
6	yAcitavantaH	ppa.	yAcitavantaH	0	root	0	root

1	maTurAyAm	loc. sg. f.	maTurAyAm	3	axikaranam	2	rartisambanxah
2	aBiyogaH	nom. sg. m.	aBiyogaH	3	karwa	3	karwa
3	calati	pr. ac. sg. 3	calati	0	root	0	root

1	candrasya	g. sg. m.	candrasya	2	rartisambanxah	2	rartisambanxah
2	kAntiM	acc. sg. f.	kAntiM	3	karma	3	karma
3	paSyati	pr. ac. sg. 3	paSyati	0	root	0	root

1	yaH	nom. sg. m.	yaH	5	karwa	5	karwa
2	svABAvikatAm	acc. sg. f.	svABAvikatAm	3	karma	3	karma
3	tyaktvA	abs.	tyaktvA	5	purvakalah	5	purvakalah
4	kftrimatAm	acc. sg. f.	kftrimatAm	5	karma	5	karma
5	upASrayet	opt. [1] ac. sg. 3	upASrayet	0	root	0	root

1	aDunA	conj.	aDunA	7	axikaranam	7	axikaranam
2	ca	conj.	ca	7	sambanxah	1	sambanxah
3	manuzyeRa	inst. sg. m.	manuzyeRa	4	viseranam	7	karanam
4	tvayA	inst. sg. *.	tvayA	5	prawiyogi	5	prawiyogi
5	saha	conj.	saha	6	anuyogi	6	anuyogi
6	ahaM	nom. sg. *.	ahaM	7	karwa	7	karwa
7	asmi	pr. ac. sg. 1	asmi	0	root	0	root
8	iti	conj.	iti	6	sambanxah	7	sambanxah

1	bAlike	nom. du. f.	bAlike	3	karwa	3	karwa
2	ABUzaRAni	acc. pl. n.	ABUzaRAni	3	karma	3	karma
3	DArayizyataH	fut. ac. du. 3	DArayizyataH	0	root	0	root

1	tena	i. sg. n.	tena	2	hewuh	7	karanam
2	krudDaH	nom. sg. m.	krudDaH	3	viseranam	3	viseranam
3	brAhmaRaH	nom. sg. m.	brAhmaRaH	7	karwa	7	karwa
4	tvaritataram	adv.	tvaritataram	7	kriyaviseranam	7	kriyaviseranam
5	mahAtmAnam	acc. sg. m.	mahAtmAnam	6	viseranam	6	viseranam
6	gOtamabudDam	acc. sg. m.	gOtamabudDam	7	karma	7	karma
7	prAptaH	pp.	prAptaH	0	root	0	root

1	aham	nom. sg. *.	aham	4	karwa	4	karwa
2	pratidinam	conj.	pratidinam	4	axikaranam	4	axikaranam
3	vidyAlayam	acc. sg. m.	vidyAlayam	4	karma	4	karma
4	gacCAmi	pr. ac. sg. 1	gacCAmi	0	root	0	root

1	udyamAt	abl. sg. m.	udyamAt	4	hewuh	4	hewuh
2	hareH	g. sg. f.	hareH	3	rartisambanxah	3	rartisambanxah
3	DanAni	nom. pl. n.	DanAni	4	karwa	4	karma
4	avarDanta	impft. [1] md. pl. 3	avarDanta	0	root	0	root

1	iha	loc. sg. m.	iha	3	axikaranam	3	axikaranam
2	na	part.	na	3	sambanxah	3	sambanxah
3	dAsyAmi	fut. ac. sg. 1	dAsyAmi	0	root	0	root

1	tasya	g. sg. n.	tasya	2	rartisambanxah	2	rartisambanxah
2	Sirasi	loc. sg. n.	Sirasi	5	axikaranam	5	axikaranam
3	ekaH	nom. sg. m.	ekaH	4	viseranam	4	viseranam
4	vetrakawaH	nom. sg. m.	vetrakawaH	5	karwa	5	karwa
5	AsIt	aor. [5] ac. sg. 3	AsIt	0	root	0	root

1	mahAtman	voc. sg. *	mahAtman	3	samboxyah	3	karwa
2	kim	acc. sg. n.	kim	3	karma	3	karma
3	kriyatAm	imp. ps. sg. 3	kriyatAm	0	root	0	root

1	prARAhutipradAne	loc. sg. n.	prARAhutipradAne	4	axikaranam	4	axikaranam
2	api	conj.	api	1	sambanxah	1	sambanxah
3	pfzWe	loc. sg. n.	pfzWe	4	axikaranam	4	axikaranam
4	tizWati	pr. [1] ac. sg. 3	tizWati	0	root	0	root
5	na	part.	na	4	sambanxah	4	sambanxah
6	kvacit	loc. sg. n.	kvacit	4	axikaranam	4	axikaranam

1	vfkaH	nom. sg. m.	vfkaH	4	karwa	4	karwa
2	tu	conj.	tu	1	sambanxah	1	sambanxah
3	upari	loc. sg. m.	upari	4	axikaranam	4	axikaranam
4	AgataH	pp.	AgataH	0	root	0	root

1	ayam	nom. sg. m.	ayam	3	viseranam	4	karwa
2	ca	conj.	ca	8	samucciwam	7	sambanxah
3	vijayaH	nom. sg. m.	vijayaH	6	karwa	4	kriyaviseranam
4	SAntaH	nom. sg. m.	SAntaH	6	samucciwam	6	samucciwam
5	sTiraH	nom. sg. m.	sTiraH	6	samucciwam	6	samucciwam
6	ca	conj.	ca	7	karwqsamanaxikaranam	7	karwqsamanaxikaranam
7	syAt	opt. ac. sg. 3	syAt	8	samucciwam	8	samucciwam
8	ca	conj.	ca	0	root	0	root

1	vedAnAm	g. pl. m.	vedAnAm	2	rartisambanxah	2	rartisambanxah
2	praRetAraH	nom. pl. m.	praRetAraH	3	viseranam	3	viseranam
3	munayaH	nom. pl. m.	munayaH	6	karwa	6	karwa
4	atra	loc. sg. m.	atra	6	axikaranam	6	axikaranam
5	eva	prep.	eva	4	sambanxah	4	sambanxah
6	avasan	impft. [1] ac. pl. 3	avasan	0	root	0	root

1	kzetragAminA	i. sg. m.	kzetragAminA	2	viseranam	5	karwa
2	vartmanA	i. sg. n.	vartmanA	3	karanam	3	karma
3	gacCantam	ppr. [1] ac.	gacCantam	5	bavalakranasapwami_samanakalah	5	bavalakranasapwami_samanakalah
4	yAtrikam	acc. sg. m.	yAtrikam	5	karma	5	karma
5	apaSyat	impft. [4] ac. sg. 3	apaSyat	0	root	0	root

1	iti	part.	iti	2	anuyogi	5	sambanxah
2	ezaH	nom. sg. m.	ezaH	5	karwa	5	karwa
3	vaH	g. pl. *	vaH	4	rartisambanxah	4	viseranam
4	DarmaH	nom. sg. m.	DarmaH	5	karwqsamanaxikaranam	5	karwqsamanaxikaranam
5	asti	pr. [2] ac. sg. 3	asti	0	root	0	root

1	asya	pr. ps. sg. 1	asya	2	upapaxasambanxah	2	rartisambanxah
2	uttaradiSAyAm	loc. sg. f.	uttaradiSAyAm	5	axikaranam	3	rartisambanxah
3	girivarahimAlayaH	nom. sg. m.	girivarahimAlayaH	5	karwa	5	karwa
4	mukuwavat	adv.	mukuwavat	5	kriyaviseranam	5	kriyaviseranam
5	SoBate	pr. [1] md. sg. 3	SoBate	0	root	0	root

1	evam	conj.	evam	2	kriyaviseranam	5	kriyaviseranam
2	parivartitaveSO	nom. du. m.	parivartitaveSO	3	viseranam	5	axikaranam
3	tO	acc. du. m.	tO	5	karwa	5	karwa
4	kASyAm	loc. sg. f.	kASyAm	5	axikaranam	5	karma
5	prAptO	pp. . du.	prAptO	0	root	0	root

1	paYcarAt	acc. sg. n.	paYcarAt	3	apaxanam	3	apaxanam
2	vihagam	acc. sg. m.	vihagam	3	karma	3	karma
3	amuYcAma	impft. [6] ac. pl. 1	amuYcAma	0	root	0	root

1	aNgarakzakaH	nom. sg. m.	aNgarakzakaH	7	karwa	7	karwa
2	tam	acc. sg. m.	tam	3	karma	3	karma
3	praRamya	abs.	praRamya	7	purvakalah	7	purvakalah
4	tatkAlam	loc. sg. m.	tatkAlam	7	axikaranam	7	axikaranam
5	tataH	abl. sg. m.	tataH	7	apaxanam	7	apaxanam
6	svagfham	acc. sg. n.	svagfham	7	karma	7	karwa
7	AgataH	pp.	AgataH	0	root	0	root

1	gorakzanATAya	dat. sg. m.	gorakzanATAya	4	prayojanam	4	samboxyah
2	dAnapAtram	acc. sg. n.	dAnapAtram	4	karma	4	karma
3	kaH	nom. sg. m.	kaH	4	karwa	4	karwa
4	militaH	pp.	militaH	0	root	0	root

1	kOmudyAH	g. sg. f.	kOmudyAH	2	rartisambanxah	2	rartisambanxah
2	SoBA	nom. sg. f.	SoBA	4	karwa	4	karwa
3	cittaM	acc. sg. m.	cittaM	4	karma	4	karma
4	harati	pr. ac. sg. 3	harati	0	root	0	root

1	vApI	nom. sg. f.	vApI	2	hewuh	3	karwa
2	nagarAt	abl. sg. n.	nagarAt	3	hewuh	3	rartisambanxah
3	kroSO	acc. du. m.	kroSO	0	root	0	root

1	AcAryam	acc. sg. m.	AcAryam	3	karma	2	viseranam
2	SizyaH	nom. sg. m.	SizyaH	3	karwa	3	karwa
3	sevate	pr. [1] md. sg. 3	sevate	0	root	0	root

1	idam	g. sg. n.	idam	4	rartisambanxah	2	viseranam
2	samADisTalam	nom. sg. n.	samADisTalam	3	viseranam	3	karwqsamanaxikaranam
3	asti	pr. [2] ac. sg. 3	asti	4	karwa	0	root
4	kasya	g. sg. n.	kasya	0	root	2	rartisambanxah

1	uccEH	inst. pl. m.	uccEH	2	sambanxah	2	sambanxah
2	uccEH	inst. pl. m.	uccEH	4	karwa	3	sambanxah
3	rodituM	conj.	rodituM	4	prayojanam	4	prayojanam
4	prAvarttata	impft . md. sg. 3	prAvarttata	0	root	5	samucciwam
5	ca	conj.	ca	4	sambanxah	0	root

1	niScayena	i. sg. m.	niScayena	3	hewuh	3	hewuh
2	ataH	adv.	ataH	3	kriyaviseranam	3	sambanxah
3	kaTayAmi	pr. [10] ac. sg. 1	kaTayAmi	4	prawiyogi	4	prawiyogi
4	yat	acc. sg. n.	yat	5	anuyogi	5	anuyogi
5	aham	nom. sg. *	aham	8	karwa	8	karwa
6	puruzaH	nom. sg. m.	puruzaH	8	karwqsamanaxikaranam	8	karwqsamanaxikaranam
7	eva	prep.	eva	6	sambanxah	6	sambanxah
8	asmi	pr. [2] ac. sg. 1	asmi	0	root	0	root

1	yadA	loc. sg. m.	yadA	6	axikaranam	6	axikaranam
2	ca	conj.	ca	6	sambanxah	6	sambanxah
3	aham	loc. sg. m.	aham	6	axikaranam	6	karwa
4	aDunA	adv.	aDunA	6	karwa	6	axikaranam
5	SvaSrUH	acc. pl. f.	SvaSrUH	6	karwqsamanaxikaranam	6	karwqsamanaxikaranam
6	asmi	pr. [2] ac. sg. 1	asmi	13	samucciwam	13	samucciwam
7	api	loc. sg. m.	api	12	axikaranam	6	sambanxah
8	tadA	adv.	tadA	7	sambanxah	12	axikaranam
9	vaDvA	i. sg. f.	vaDvA	10	prawiyogi	10	prawiyogi
